# Kinnekulle Ring planar centerline, L = 2052.2 m
# from OSM (way["highway"="raceway"](58.52,13.33,58.60,13.45)); (c) OpenStreetMap contributors, ODbL 1.0
# smoothed with a periodic Gaussian, sigma = 6 m; elevation dropped
s_m,x_m,y_m,psi_rad,kappa_1pm
875.000000,-84.816180,-51.309307,-4.030233,0.006283
880.000000,-88.032121,-47.481173,-3.995920,0.007153
885.000000,-91.381404,-43.769097,-3.961884,0.006349
890.000000,-94.845803,-40.164136,-3.932774,0.005321
895.000000,-98.406581,-36.654244,-3.907212,0.005118
900.000000,-102.057506,-33.238302,-3.878542,0.006576
905.000000,-105.820237,-29.946152,-3.839905,0.008850
910.000000,-109.723037,-26.821724,-3.791663,0.010273
915.000000,-113.780555,-23.901124,-3.739036,0.010724
920.000000,-117.988531,-21.202042,-3.683739,0.011543
925.000000,-122.346605,-18.752979,-3.621148,0.013675
930.000000,-126.861451,-16.607845,-3.546586,0.016026
935.000000,-131.531961,-14.827400,-3.464252,0.016570
940.000000,-136.332947,-13.436706,-3.384940,0.014902
945.000000,-141.223816,-12.402984,-3.317931,0.011764
950.000000,-146.167709,-11.660542,-3.266862,0.008861
955.000000,-151.140058,-11.139092,-3.226480,0.007514
960.000000,-156.128777,-10.808747,-3.189242,0.007529
965.000000,-161.126367,-10.665718,-3.150130,0.008133
970.000000,-166.125525,-10.727728,-3.108038,0.008704
975.000000,-171.117340,-11.005112,-3.062926,0.009355
980.000000,-176.090365,-11.517955,-3.014663,0.009915
985.000000,-181.032416,-12.273023,-2.964522,0.010065
990.000000,-185.929617,-13.278488,-2.914267,0.010098
995.000000,-190.770417,-14.527618,-2.862437,0.010720
1000.000000,-195.535889,-16.038347,-2.806578,0.011643
1005.000000,-200.206741,-17.820021,-2.745374,0.012926
1010.000000,-204.750222,-19.904480,-2.677352,0.014181
1015.000000,-209.138253,-22.298802,-2.604498,0.015040
1020.000000,-213.326812,-25.026305,-2.522532,0.018184
1025.000000,-217.254361,-28.116603,-2.419175,0.023215
1030.000000,-220.792428,-31.644442,-2.298108,0.024372
1035.000000,-223.895730,-35.560951,-2.183220,0.021159
1040.000000,-226.551614,-39.794678,-2.085108,0.018540
1045.000000,-228.817784,-44.249601,-1.995863,0.016980
1050.000000,-230.689585,-48.884673,-1.920949,0.012743
1055.000000,-232.275347,-53.625890,-1.870015,0.007616
1060.000000,-233.667745,-58.427906,-1.840278,0.004684
1065.000000,-234.950333,-63.260517,-1.821803,0.002579
1070.000000,-236.170297,-68.109395,-1.816128,-0.000273
1075.000000,-237.395982,-72.956824,-1.823654,-0.002612
1080.000000,-238.683054,-77.788273,-1.838810,-0.003278
1085.000000,-240.047058,-82.598548,-1.857261,-0.004435
1090.000000,-241.527526,-87.374096,-1.889110,-0.008596
1095.000000,-243.207971,-92.082444,-1.946927,-0.014947
1100.000000,-245.246273,-96.645909,-2.039215,-0.021660
1105.000000,-247.749624,-100.969947,-2.160119,-0.026359
1110.000000,-250.803595,-104.923602,-2.293731,-0.026354
1115.000000,-254.337063,-108.455665,-2.417047,-0.022700
1120.000000,-258.255191,-111.557692,-2.522463,-0.019993
1125.000000,-262.463695,-114.252578,-2.623461,-0.020930
1130.000000,-266.933743,-116.486140,-2.735842,-0.024071
1135.000000,-271.636653,-118.171925,-2.860048,-0.025025
1140.000000,-276.511889,-119.266711,-2.978592,-0.022050
1145.000000,-281.479051,-119.814736,-3.080995,-0.019251
1150.000000,-286.476494,-119.883412,-3.175525,-0.018952
1155.000000,-291.456743,-119.468512,-3.274448,-0.020770
1160.000000,-296.368784,-118.549489,-3.382080,-0.021943
1165.000000,-301.149492,-117.094519,-3.487336,-0.019751
1170.000000,-305.770219,-115.189128,-3.575357,-0.015148
1175.000000,-310.229412,-112.929511,-3.639445,-0.010846
1180.000000,-314.562580,-110.435819,-3.686335,-0.007944
1185.000000,-318.790233,-107.766663,-3.719390,-0.005400
1190.000000,-322.946150,-104.986875,-3.741286,-0.003385
1195.000000,-327.052595,-102.134378,-3.754040,-0.001827
1200.000000,-331.132985,-99.244687,-3.760938,-0.001097
1205.000000,-335.195023,-96.329257,-3.767822,-0.001781
1210.000000,-339.231616,-93.378729,-3.778564,-0.002331
1215.000000,-343.235044,-90.383340,-3.788166,-0.001382
1220.000000,-347.217836,-87.360541,-3.792411,-0.000409
1225.000000,-351.193678,-84.328598,-3.793419,-0.000064
1230.000000,-355.168269,-81.295014,-3.793551,-0.000005
1235.000000,-359.142732,-78.261264,-3.793560,-0.000000
1240.000000,-363.117190,-75.227507,-3.793560,0.000000
1245.000000,-367.091649,-72.193750,-3.793560,0.000000
1250.000000,-371.066107,-69.159993,-3.793560,-0.000000
1255.000000,-375.040565,-66.126236,-3.793560,0.000000
