peak_FtieL_N,peak_FtieR_N,peak_MkpL_Nm,peak_MkpR_Nm,peak_rack_N,peak_ay_g,peak_hwTorque_Nm,peak_hwa_deg,gate_margin_entry_mm,gate_margin_offset_mm,gate_margin_exit_mm
1348.1,1390.2,148.3,152.9,1963.7,0.756,10.25,108.8,91.0,69.0,158.0
